brand;model;version;registration_base_description;my_code;control;msrp;retail_bonus;trade_in_bonus;subsidized_rate_monthly;rate_cost;insurance_years;ipva_value;others_bonus;dealer_rebate;total_customer_benefit;comment;offer_month_code
VW;Tiguan;Allspace R-Line 2.0 TGDI AT;I/VW TIGUAN ALLSPACE RL;2525;VW Tiguan Allspace R-Line 2.0 TGDI AT 2525;324390;40000;11000;0,496024;11400;0;0;0;5000;62400;0;202602
Honda;HR-V;EX 1.5 CVT;"HONDA/HR-V EX;HONDA/HR-V EX HS";2526;Honda HR-V EX 1.5 CVT 2526;166400;0;0;0;;0;0;0;0;0;0;202602
Honda;HR-V;EXL 1.5 CVT;"HONDA/HR-V EXL;HONDA/HR-V EXL HS";2526;Honda HR-V EXL 1.5 CVT 2526;174300;0;0;0;;0;0;0;0;0;0;202602
Honda;HR-V;Advance 1.5 TGDI CVT;HONDA/HR-V ADVANCE;2526;Honda HR-V Advance 1.5 TGDI CVT 2526;203300;0;0;0;;0;0;0;0;0;0;202602
Honda;HR-V;Touring  1.5 TGDI CVT;HONDA/HR-V TOURING;2526;Honda HR-V Touring  1.5 TGDI CVT 2526;214000;0;0;0;;0;0;0;0;0;0;202602
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;2526;Nissan Kicks Sense 1.0 TGDI DCT 2526;168690;10500;14000;0,006018;6700;0;0;0;5000;31200;0;202602
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;2526;Nissan Kicks Advance 1.0 TGDI DCT 2526;179990;10500;21500;0,006018;7200;0;0;0;6200;39200;0;202602
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;2526;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;187190;10500;14000;0,006018;7400;0;0;0;5000;31900;0;202602
GM;Spark EUV;BEV;I/CHEV SPARK EUV ACTIV;2526;GM Spark EUV BEV 2526;169990;0;0;0;;0;0;0;0;0;0;202602
GAC;Aion Y;Premium;I/GAC AION Y PREMIUM;2526;GAC Aion Y Premium 2526;175990;0;14000;0,006024;9300;0;0;4000;3000;27300;0;202602
GAC;Aion Y;Elite BEV;I/GAC AION Y ELITE;2526;GAC Aion Y Elite BEV 2526;187990;0;7000;0,006024;10000;0;0;4000;3000;21000;0;202602
Geely;EX5;Pro PHEV;;2626;Geely EX5 Pro PHEV 2626;195800;0;0;0;;0;0;0;0;0;0;202602
Omoda;C7;Luxury 1.5 TGDI PHEV DHT;;2626;Omoda C7 Luxury 1.5 TGDI PHEV DHT 2626;242990;0;0;0;;0;0;0;0;10000;0;202602
Omoda;C7;Prestige 1.5 TGDI PHEV DHT;;2626;Omoda C7 Prestige 1.5 TGDI PHEV DHT 2626;267990;0;0;0;;0;0;0;0;15000;0;202602
Fiat;Pulse;Drive 1.3 MT;FIAT/PULSE DRIVE MT;2626;Fiat Pulse Drive 1.3 MT 2626;102990;0;0;0;;0;0;0;0;0;0;202602
Fiat;Pulse;Drive 1.3 AT;FIAT/PULSE DRIVE AT;2626;Fiat Pulse Drive 1.3 AT 2626;114990;0;2000;0;;0;0;0;0;2000;0;202602
Fiat;Pulse;1.0 TGDI AT;FIAT/PULSE TURBO 200;2626;Fiat Pulse 1.0 TGDI AT 2626;118990;0;0;0,006012;3100;0;0;0;0;3100;0;202602
Fiat;Pulse;Audace 1.0 TGDI MHEV AT;FIAT/PULSE AUDACE HYB;2626;Fiat Pulse Audace 1.0 TGDI MHEV AT 2626;135990;0;9000;0,007018;3700;0;0;0;0;12700;0;202602
Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;FIAT/PULSE IMPETUS HYB;2626;Fiat Pulse Impetus 1.0 TGDI MHEV AT 2626;149990;0;10000;0,007018;4100;0;0;0;0;14100;0;202602
Fiat;Pulse;Abarth 1.3 TGDI AT;FIAT/PULSE ABARTH 270;2626;Fiat Pulse Abarth 1.3 TGDI AT 2626;160990;0;8000;0;;0;0;0;0;8000;0;202602
Fiat;Fastback;1.0 TGDI AT;FIAT/FASTBACK TURBO 200;2626;Fiat Fastback 1.0 TGDI AT 2626;119990;0;0;0;;0;0;0;0;0;0;202602
Fiat;Fastback;Abarth 1.3 TGDI AT;FIAT/FASTBACK ABARTH 270;2626;Fiat Fastback Abarth 1.3 TGDI AT 2626;182980;0;12500;0,007018;5000;0;0;0;0;17500;0;202602
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;2626;Fiat Fastback Audace 1.0 TGDI MHEV AT 2626;165990;8000;17000;0,007018;4500;0;0;0;0;29500;0;202602
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;2626;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2626;171990;4500;18000;0,007018;4700;0;0;0;0;27200;0;202602
Fiat;Fastback;Limited Edition 1.3 TGDI AT;FIAT/FASTBACK LIMITED ED;2626;Fiat Fastback Limited Edition 1.3 TGDI AT 2626;175990;4500;13000;0,007018;4800;0;0;0;0;22300;0;202602
Chery;Tiggo 7;Sport 1.5 TCI CVT;CAOACHERY/TIGGO7 SPORT;2526;Chery Tiggo 7 Sport 1.5 TCI CVT 2526;142990;0;0;0;;0;0;0;0;0;0;202602
Chery;Tiggo 7;Pro Max Drive 1.6 TGDI DCT;CAOACHERY/TIGGO7 PRO16TA;2526;Chery Tiggo 7 Pro Max Drive 1.6 TGDI DCT 2526;176990;0;0;0;;0;0;0;0;0;0;202602
Chery;Tiggo 7;Pro 1.5 TCI HEV CVT;CAOACHERY/TIGGO7 PRO HA;2526;Chery Tiggo 7 Pro 1.5 TCI HEV CVT 2526;179990;0;0;0;;0;0;0;0;0;0;202602
Chery;Tiggo 8;Pro 1.6 TGDI DCT;CAOACHERY/TIGGO8 16TA;2526;Chery Tiggo 8 Pro 1.6 TGDI DCT 2526;198990;0;0;0;;0;0;0;0;0;0;202602
Ford;Territory;Titanium 1.5 TGDI AT;I/FORD TERRITORY 1.5T;2526;Ford Territory Titanium 1.5 TGDI AT 2526;219900;15000;0;0;;0;0;0;0;15000;0;202602
GM;Tracker;LT 1.0 TGDI AT;"I/CHEV TRACKER T A LT;CHEV/TRACKER T A LT";2526;GM Tracker LT 1.0 TGDI AT 2526;145490;0;0;0;;0;0;0;0;0;0;202602
GM;Tracker;LTZ 1.0 TGDI AT;CHEV/TRACKER T A LTZ;2526;GM Tracker LTZ 1.0 TGDI AT 2526;160790;0;0;0;;0;0;0;0;0;0;202602
GM;Tracker;Premier 1.2 TGDI AT;"I/CHEV TRACKER 12T A PR;CHEV/TRACKER 12T A PR";2526;GM Tracker Premier 1.2 TGDI AT 2526;177990;0;0;0;;0;0;0;0;0;0;202602
GM;Tracker;RS 1.2 TGDI AT;CHEV/TRACKER 12T A RS;2526;GM Tracker RS 1.2 TGDI AT 2526;178990;0;0;0;;0;0;0;0;0;0;202602
Honda;ZR-V;Touring 2.0 CVT;I/HONDA ZR-V TOURING;2525;Honda ZR-V Touring 2.0 CVT 2525;215100;0;0;0;;0;0;0;0;0;0;202602
Hyundai;Creta;N Line 1.0 TGDI AT;HYUNDAI/CRETA1TF NLINE;2526;Hyundai Creta N Line 1.0 TGDI AT 2526;189890;8000;0;0,006018;7500;0;0;0;0;15500;0;202602
Hyundai;Creta;Comfort 1.0 TGDI AT;HYUNDAI/CRETA1TF COMFORT;2526;Hyundai Creta Comfort 1.0 TGDI AT 2526;151290;15000;0;0,006018;6000;0;0;0;4000;21000;0;202602
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;2526;Hyundai Creta Comfort Safety  1.0 TGDI AT 2526;154990;15000;0;0,006018;6200;0;0;0;4000;21200;0;202602
Hyundai;HB20;Limited 1.0 TGDI AT;;2526;Hyundai HB20 Limited 1.0 TGDI AT 2526;121490;2000;3000;0,007018;3400;0;0;0;0;8400;0;202602
Hyundai;HB20;Platinum 1.0 TGDI AT;;2526;Hyundai HB20 Platinum 1.0 TGDI AT 2526;131190;2000;3000;0,007018;3600;0;0;0;0;8600;0;202602
Jaecoo;8;Prestige 1.5 TGDI PHEV DHT;;2526;Jaecoo 8 Prestige 1.5 TGDI PHEV DHT 2526;309990;0;0;0;;0;0;0;0;0;0;202602
Jaecoo;8;Legend 1.5 TGDI PHEV DHT;;2526;Jaecoo 8 Legend 1.5 TGDI PHEV DHT 2526;329990;0;10000;0;;0;0;0;0;10000;0;202602
GWM;Wey 07;PHEV AWD;I/GWM WEY 07;2626;GWM Wey 07 PHEV AWD 2626;429000;0;0;1,355036;3100;0;0;0;0;3100;0;202602
Jaecoo;8;Prestige 1.5 TGDI PHEV DHT;;2526;Jaecoo 8 Prestige 1.5 TGDI PHEV DHT 2526;299990;0;10000;0;;0;0;0;0;10000;0;202603
Jaecoo;5;Prestige 1.5 TGDI HEV DHT;;2526;Jaecoo 5 Prestige 1.5 TGDI HEV DHT 2526;174990;5000;0;0;;0;0;0;0;5000;0;202603
Jaecoo;5;Prestige EV;;2526;Jaecoo 5 Prestige EV 2526;189990;0;10000;0;;0;0;0;0;10000;0;202602
BYD;Dolphin;Mini GS EV;"I/BYD DOLPHIN MINI GS5EV;BYD/DOLPHIN MINI GS5EV";2627;BYD Dolphin Mini GS EV 2627;119990;0;0;1,46706;0;0;0;0;0;0;0;202603
BYD;Dolphin;Mini GL EV;BYD/DOLPHIN MINI GL5EV;2627;BYD Dolphin Mini GL EV 2627;118990;0;0;0;;0;0;0;0;0;0;202603
BYD;Dolphin;GS EV;I/BYD DOLPHIN GS 180EV;2627;BYD Dolphin GS EV 2627;149990;0;8000;0,006024;8000;0;0;0;0;8000;0;202603
BYD;Song Plus;GS 1.5 TGDI PHEV DHT;I/BYD SONG PLUS GS DM;2627;BYD Song Plus GS 1.5 TGDI PHEV DHT 2627;249990;0;0;0;;0;0;0;0;0;0;202603
GWM;Haval H6;19 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV 19;I/GWM HAVAL H6 PHEV19;GWM/HAVAL H6 PHEV19";2626;GWM Haval H6 19 1.5 TGDI PHEV DHT 2626;249000;0;5000;0,006018;9900;1;0;0;0;14900;0;202603
GWM;Haval H6;35 1.5 TGDI PHEV DHT;"I/GWM HAVAL H6 PHEV;I/GWM HAVAL H6 PHEV35;I/GWM HAVAL H6 PREM PHEV;GWM/HAVAL H6 PHEV35";2626;GWM Haval H6 35 1.5 TGDI PHEV DHT 2626;289000;0;5000;0,006018;11500;1;0;0;0;16500;0;202603
GWM;Haval H6;GT 1.5 TGDI PHEV DHT;I/GWM HAVAL H6 GT;2626;GWM Haval H6 GT 1.5 TGDI PHEV DHT 2626;326000;0;5000;0,006018;13000;1;0;0;0;18000;0;202603
GWM;Haval H6;2 1.5 TGDI HEV DHT;"GWM/HAVAL H6 HEV2;I/GWM HAVAL H6 HEV2";2626;GWM Haval H6 2 1.5 TGDI HEV DHT 2626;224000;0;5000;0,006018;8900;1;0;0;0;13900;0;202603
Ford;Territory;Titanium 1.5 TGDI AT;I/FORD TERRITORY 1.5T;2526;Ford Territory Titanium 1.5 TGDI AT 2526;219900;20000;0;0,006024;11700;0;0;0;0;31700;0;202603
Jaecoo;7;Prestige 1.5 TGDI PHEV DHT;I/JAECOO 7 PRESTIGE;2526;Jaecoo 7 Prestige 1.5 TGDI PHEV DHT 2526;256990;0;20000;0,00606;34100;0;0;0;11000;34100;0;202603
Geely;EX5;Pro PHEV;;2526;Geely EX5 Pro PHEV 2526;195800;15000;0;0,006024;10400;0;0;0;0;25400;0;202603
Geely;EX5;Pro PHEV;;2626;Geely EX5 Pro PHEV 2626;195800;14000;0;0,006024;10400;0;0;0;0;24400;0;202603
Jaecoo;7;Comfort 1.5 TGDI PHEV DHT;0;2626;Jaecoo 7 Comfort 1.5 TGDI PHEV DHT 2626;179990;0;0;0;;0;0;0;0;0;0;202603
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;234990;5000;20000;0,00606;31100;0;0;0;6000;31100;0;202603
Omoda;E5;EV;I/OMODA E5;2526;Omoda E5 EV 2526;209990;0;10000;0,006024;11100;0;0;0;6000;21100;0;202603
VW;Tera;1.0 MPI MT;VW/TERA MPI;2626;VW Tera 1.0 MPI MT 2626;105626;3000;0;0,993048;7500;0;0;0;1500;10500;0;202603
VW;Tera;1.0 TGDI MT;VW/TERA TSI;2626;VW Tera 1.0 TGDI MT 2626;121390;0;0;0,993048;8700;0;0;0;0;8700;0;202603
VW;Tera;Comfort 1.0 TGDI AT;VW/TERA COMFORT TSI;2626;VW Tera Comfort 1.0 TGDI AT 2626;131390;0;7300;0,994036;5700;0;0;0;1300;13000;0;202603
VW;Tera;High 1.0 TGDI AT;VW/TERA HIGH TSI;2626;VW Tera High 1.0 TGDI AT 2626;144390;0;10000;0,994036;6200;0;0;0;2000;16200;0;202603
VW;Nivus;Sense 1.0 TGDI AT;VW/NIVUS SENSE TSI;2626;VW Nivus Sense 1.0 TGDI AT 2626;119990;0;0;0,995036;4100;0;0;0;0;4100;0;202603
VW;T-Cross;1.0 TGDI AT;VW/T CROSS TSI;2626;VW T-Cross 1.0 TGDI AT 2626;161490;12000;9500;0,994048;9300;0;0;0;2000;30800;0;202603
VW;T-Cross;Comfortline 1.0 TGDI AT;VW/T CROSS CL TSI;2626;VW T-Cross Comfortline 1.0 TGDI AT 2626;181990;16000;9500;0,006024;9600;0;0;0;2500;35100;0;202603
VW;T-Cross;Highline 1.4 TGDI AT;VW/T CROSS HL TSI;2626;VW T-Cross Highline 1.4 TGDI AT 2626;196290;13300;12000;0,00603;13000;0;0;0;2000;38300;0;202603
Nissan;Kicks;Sense 1.0 TGDI DCT;NISSAN/KICKS SENSE AT;2526;Nissan Kicks Sense 1.0 TGDI DCT 2526;168690;0;14000;0,006018;6700;0;0;0;1500;20700;0;202603
Nissan;Kicks;Advance 1.0 TGDI DCT;NISSAN/KICKS ADVANCE AT;2526;Nissan Kicks Advance 1.0 TGDI DCT 2526;179990;0;21500;0,006018;7200;0;0;0;2700;28700;0;202603
Nissan;Kicks;Exclusive 1.0 TGDI DCT;NISSAN/KICKS EXCLUSIV AT;2526;Nissan Kicks Exclusive 1.0 TGDI DCT 2526;187190;0;14000;0,006018;7400;0;0;0;1500;21400;0;202603
Nissan;Kicks;Platinum 1.0 TGDI DCT;NISSAN/KICKS PLATINUM AT;2526;Nissan Kicks Platinum 1.0 TGDI DCT 2526;199000;0;14000;0,006018;7900;0;0;0;1500;21900;0;202603
Nissan;Kait;Sense Plus 1.6 CVT;NISSAN/KAIT SENSE CVT;2526;Nissan Kait Sense Plus 1.6 CVT 2526;139590;2500;0;0,006036;11100;0;0;0;0;13600;0;202603
Nissan;Kait;Active 1.6 CVT;;2526;Nissan Kait Active 1.6 CVT 2526;117990;0;0;0;;0;0;0;0;0;0;202603
Nissan;Kait;Advance Plus 1.6 CVT;NISSAN/KAIT ADVANCE CVT;2526;Nissan Kait Advance Plus 1.6 CVT 2526;149890;2500;0;0,006036;11900;0;0;0;0;14400;0;202603
Nissan;Kait;Exclusive 1.6 CVT;NISSAN/KAIT EXCLUSIV CVT;2526;Nissan Kait Exclusive 1.6 CVT 2526;152990;0;0;0,006036;12200;0;0;0;0;12200;0;202603
Nissan;Kait;Sense 1.6 CVT;NISSAN/KAIT SENSE CVT;2526;Nissan Kait Sense 1.6 CVT 2526;136990;0;0;0,006036;10900;0;0;0;0;10900;0;202603
Nissan;Kait;Advance 1.6 CVT;NISSAN/KAIT ADVANCE CVT;2526;Nissan Kait Advance 1.6 CVT 2526;146990;0;0;0,006036;11700;0;0;0;0;11700;0;202603
MG;S5;Comfort;I/SAIC MGS5 EV 62KWH COM;2526;MG S5 Comfort 2526;218800;15000;14000;0,796036;7900;0;0;0;3019;36900;0;202603
MG;S5;Luxury;I/SAIC MGS5 EV 49KWH LUX;2526;MG S5 Luxury 2526;238800;19000;14000;0,796036;8600;0;0;0;3295;41600;0;202603
MG;MG4;Comfort;I/MG MG4 64 KWH COM;2526;MG MG4 Comfort 2526;184600;15000;5000;0,006024;9800;0;0;0;2575;29800;0;202603
MG;MG4;Luxury;I/MG MG4 64 KWH LUX;2526;MG MG4 Luxury 2526;199800;10000;5000;0,006024;10600;0;0;0;2787;20600;0;202603
MG;MG4;X-Power;I/MG MG4 64 KWH AWD;2526;MG MG4 X-Power 2526;229800;0;10000;0,006024;12200;0;0;0;3206;12200;0;202603
Leapmotor;C10;REEV;I/LPM C10 REEV E27;2526;Leapmotor C10 REEV 2526;219990;0;10000;0,006024;11700;0;0;0;0;21700;0;202603
GAC;GS4;Premium 2.0 HEV CVT;I/GAC GS4 PREMIUM;2526;GAC GS4 Premium 2.0 HEV CVT 2526;191990;15000;0;0,006024;10200;0;0;4000;3000;25200;0;202603
GAC;GS4;Elite 2.0 HEV CVT;I/GAC GS4 ELITE;2526;GAC GS4 Elite 2.0 HEV CVT 2526;209990;15000;0;0,006024;11100;0;0;0;3000;26100;0;202603
GAC;Aion V;Elite EV;I/GAC AION V ELITE;2526;GAC Aion V Elite EV 2526;219990;8000;0;0,006024;11700;0;0;4000;3000;23700;0;202603
GAC;Aion Y;Premium;I/GAC AION Y PREMIUM;2526;GAC Aion Y Premium 2526;175990;0;0;0;;0;0;4000;3000;4000;0;202603
GAC;Aion Y;Elite BEV;I/GAC AION Y ELITE;2526;GAC Aion Y Elite BEV 2526;187990;0;0;0;;0;0;4000;3000;4000;0;202603
Fiat;Pulse;Drive 1.3 MT;FIAT/PULSE DRIVE MT;2626;Fiat Pulse Drive 1.3 MT 2626;103990;0;0;0;;0;0;0;0;0;0;202603
Fiat;Pulse;Drive 1.3 AT;FIAT/PULSE DRIVE AT;2626;Fiat Pulse Drive 1.3 AT 2626;115990;0;2000;0;;0;0;0;0;2000;0;202603
Fiat;Pulse;1.0 TGDI AT;FIAT/PULSE TURBO 200;2626;Fiat Pulse 1.0 TGDI AT 2626;119990;0;0;0,995036;4100;0;0;0;0;4100;0;202603
Fiat;Pulse;Audace 1.0 TGDI MHEV AT;FIAT/PULSE AUDACE HYB;2626;Fiat Pulse Audace 1.0 TGDI MHEV AT 2626;136990;0;8000;0,995036;4600;0;0;0;0;12600;0;202603
Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;FIAT/PULSE IMPETUS HYB;2626;Fiat Pulse Impetus 1.0 TGDI MHEV AT 2626;151490;0;8000;0,993048;10800;0;0;0;0;18800;0;202603
Fiat;Pulse;Abarth 1.3 TGDI AT;FIAT/PULSE ABARTH 270;2626;Fiat Pulse Abarth 1.3 TGDI AT 2626;162490;0;8000;0,007018;4500;0;0;0;0;12500;0;202603
Fiat;Fastback;Abarth 1.3 TGDI AT;FIAT/FASTBACK ABARTH 270;2626;Fiat Fastback Abarth 1.3 TGDI AT 2626;181990;0;10000;0,007018;5000;0;0;0;0;15000;0;202603
Fiat;Fastback;Audace 1.0 TGDI MHEV AT;FIAT/FASTBACK AUDACE HYB;2626;Fiat Fastback Audace 1.0 TGDI MHEV AT 2626;165990;8000;15000;0,995036;5600;0;0;0;0;28600;0;202603
Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;FIAT/FASTBACK IMPETUS HY;2626;Fiat Fastback Impetus 1.0 TGDI MHEV AT 2626;171990;4500;16000;0,995036;5800;0;0;0;0;26300;0;202603
Fiat;Fastback;Limited Edition 1.3 TGDI AT;FIAT/FASTBACK LIMITED ED;2626;Fiat Fastback Limited Edition 1.3 TGDI AT 2626;175990;4500;13000;0,995036;5900;0;0;0;0;23400;0;202603
Hyundai;Creta;Comfort Safety  1.0 TGDI AT;HYUNDAI/CRETA1TF COMF SF;2627;Hyundai Creta Comfort Safety  1.0 TGDI AT 2627;156590;15000;0;0,006018;6200;0;0;0;4000;21200;0;202603
Hyundai;Creta;Limited 1.0 TGDI AT;HYUNDAI/CRETA1TF LIMITED;2627;Hyundai Creta Limited 1.0 TGDI AT 2627;173390;10700;0;0,006018;6900;0;0;0;0;17600;0;202603
Hyundai;Creta;Platinum 1.0 TGDI AT;HYUNDAI/CRETA1TF PLATINU;2627;Hyundai Creta Platinum 1.0 TGDI AT 2627;188990;8000;0;0,006018;7400;0;0;0;0;15400;0;202603
Hyundai;Creta;Ultimate 1.6 TGDI DCT;HYUNDAI/CRETA16G ULTIMTE;2627;Hyundai Creta Ultimate 1.6 TGDI DCT 2627;201590;4000;0;0,006018;7900;0;0;0;0;11900;0;202603
Hyundai;Creta;N Line 1.6 TGDI AT;HYUNDAI/CRETA16F NLINE;2627;Hyundai Creta N Line 1.6 TGDI AT 2627;206990;0;0;0,006018;8200;0;0;0;0;8200;0;202603
Geely;EX5;Pro EV;I/GEELY EX5 PRO;2526;Geely EX5 Pro EV 2526;205800;25000;0;0;;1;0;4000;0;29000;0;202603
Geely;EX5;Max EV;I/GEELY EX5 MAX;2526;Geely EX5 Max EV 2526;225800;14000;0;0;;1;0;4000;0;18000;0;202603
Geely;EX2;Pro;I/GEELY EX2 PRO;2526;Geely EX2 Pro 2526;123800;0;0;0,006024;6600;0;0;0;0;6600;0;202603
Geely;EX2;Max;I/GEELY EX2 MAX;2526;Geely EX2 Max 2526;136800;0;0;0,006024;7300;0;0;4000;0;11300;0;202603
Renault;Boreal;Evolution 1.3 TGDI DCT;RENAULT/BOREAL EVO;2526;Renault Boreal Evolution 1.3 TGDI DCT 2526;179990;0;10000;0,00603;11900;0;0;0;0;21900;0;202603
Renault;Boreal;Iconic 1.3 TGDI DCT;RENAULT/BOREAL ICO;2526;Renault Boreal Iconic 1.3 TGDI DCT 2526;214990;0;10000;0,00603;14200;0;0;0;0;24200;0;202603
Renault;Boreal;Techno 1.3 TGDI DCT;RENAULT/BOREAL TECH;2526;Renault Boreal Techno 1.3 TGDI DCT 2526;199990;0;12000;0,00603;13300;0;0;0;0;25300;0;202603
Omoda;O9;Prestige 1.5 TGDI PHEV DHT AWD;;2727;Omoda O9 Prestige 1.5 TGDI PHEV DHT AWD 2727;299990;0;20000;0;;0;0;0;0;20000;0;202603
Jetour;S06 ;Advance 1.5 TGDI PHEV DHT;I/JETOUR S06 DM ADVANCE;2627;Jetour S06  Advance 1.5 TGDI PHEV DHT 2627;199900;0;0;0,006018;7900;0;0;0;0;7900;0;202603
Jetour;S06 ;Premium  1.5 TGDI PHEV DHT;I/JETOUR S06 DM PREMIUM;2627;Jetour S06  Premium  1.5 TGDI PHEV DHT 2627;229900;0;0;0,006018;9100;0;0;0;0;9100;0;202603
Jetour;T1;Advance 1.5 TGDI PHEV DHT;;2627;Jetour T1 Advance 1.5 TGDI PHEV DHT 2627;249900;0;0;0,006018;9900;0;0;0;0;9900;0;202603
Jetour;T1;Premium 1.5 TGDI PHEV DHT;;2627;Jetour T1 Premium 1.5 TGDI PHEV DHT 2627;264900;0;0;0,006018;10500;0;0;0;0;10500;0;202603
Jetour;T2;Advance 1.5 TGDI PHEV DHT;;2526;Jetour T2 Advance 1.5 TGDI PHEV DHT 2526;289900;0;0;0;;0;0;0;0;0;0;202603
Jetour;T2;Premium 1.5 TGDI PHEV DHT;;2627;Jetour T2 Premium 1.5 TGDI PHEV DHT 2627;299900;0;0;0;;0;0;0;0;0;0;202603
GAC;GS3;Premium 1.5 TGDI DCT;;2627;GAC GS3 Premium 1.5 TGDI DCT 2627;129990;0;0;0;;0;0;0;0;0;0;202603
GAC;GS3;Elite 1.5 TGDI DCT;I/GAC GS3 ELITE;2627;GAC GS3 Elite 1.5 TGDI DCT 2627;159990;0;0;0;;0;0;0;0;0;0;202603
Changan;Uni-t;Infinity 1.5 TGDI DCT;I/CHANGAN UNI-T;2627;Changan Uni-t Infinity 1.5 TGDI DCT 2627;169990;0;0;0;;0;0;0;0;0;0;202603
BYD;Song Plus;GS 1.5 TGDI PHEV DHT;I/BYD SONG PLUS GS DM;2627;BYD Song Plus GS 1.5 TGDI PHEV DHT 2627;249990;0;0;0,006036;19900;0;0;0;0;19900;0;202604
Jaecoo;7;Luxury 1.5 TGDI PHEV DHT;I/JAECOO 7 LUXURY;2526;Jaecoo 7 Luxury 1.5 TGDI PHEV DHT 2526;234990;0;30000;0,006024;12500;0;0;0;10000;42500;0;202604
Omoda;C5;Luxury 1.5 TGDI HEV DHT;I/OMODA 5 HEV LUXURY;2526;Omoda C5 Luxury 1.5 TGDI HEV DHT 2526;164990;0;6000;0,995536;4800;0;0;0;1000;6000;0;202604
Omoda;C5;Prestige 1.5 TGDI HEV DHT;I/OMODA 5 HEV PRESTIGE;2526;Omoda C5 Prestige 1.5 TGDI HEV DHT 2526;184990;0;12000;0,006024;9800;0;0;0;3000;12000;0;202604
GWM;Ora 03;Skin EV;I/GWM ORA 03 SKIN BEV48;2526;GWM Ora 03 Skin EV 2526;169000;35000;0;0;;0;0;0;3080;35000;0;202604
GWM;Ora 03;GT EV;I/GWM ORA 03 GT BEV63;2526;GWM Ora 03 GT EV 2526;199000;35000;0;0;;0;0;0;3780;35000;0;202604
GWM;Ora 03;EV58;I/GWM ORA 03 BEV58;2627;GWM Ora 03 EV58 2627;184000;35000;0;0;;0;0;0;3380;35000;0;202604
GWM;Ora 03;EV58;I/GWM ORA 03 BEV58;2526;GWM Ora 03 EV58 2526;184000;35000;0;0;;0;0;0;3380;35000;0;202604
GWM;Haval H9;Exclusive 2.4 TD AT;"I/GWM HAVAL H9 EXC;GWM/HAVAL H9 EXC";2626;GWM Haval H9 Exclusive 2.4 TD AT 2626;329000;0;0;1,455036;0;0;0;0;0;0;0;202604
GWM;Wey 07;PHEV AWD;I/GWM WEY 07;2626;GWM Wey 07 PHEV AWD 2626;429000;0;10000;0,006018;17100;1;0;0;0;17100;0;202604
Jetour;S06 ;Advance 1.5 TGDI PHEV DHT;I/JETOUR S06 DM ADVANCE;2627;Jetour S06  Advance 1.5 TGDI PHEV DHT 2627;199900;0;15000;0,006018;7900;1;0;4000;0;15000;0;202604
Jetour;S06 ;Premium  1.5 TGDI PHEV DHT;I/JETOUR S06 DM PREMIUM;2627;Jetour S06  Premium  1.5 TGDI PHEV DHT 2627;229900;0;10000;0,006018;9100;1;0;4000;0;10000;0;202604
Jetour;T1;Advance 1.5 TGDI PHEV DHT;I/JETOUR T1 I-DM ADVANCE;2627;Jetour T1 Advance 1.5 TGDI PHEV DHT 2627;249900;0;10000;0,006018;9900;1;0;4000;0;10000;0;202604
Jetour;T1;Premium 1.5 TGDI PHEV DHT;I/JETOUR T1 I-DM PREMIUM;2627;Jetour T1 Premium 1.5 TGDI PHEV DHT 2627;264900;0;10000;0,006018;10500;1;0;4000;0;10000;0;202604
Jetour;T2;Advance 1.5 TGDI PHEV DHT;I/JETOUR T2 I-DM ADVANCE;2526;Jetour T2 Advance 1.5 TGDI PHEV DHT 2526;289900;0;10000;0,006018;11500;1;0;4000;0;10000;0;202604
Jetour;T2;Premium 1.5 TGDI PHEV DHT;I/JETOUR T2 I-DM PREMIUM;2627;Jetour T2 Premium 1.5 TGDI PHEV DHT 2627;299900;0;10000;0,006018;11900;1;0;4000;0;10000;0;202604
Toyota;Corolla Cross;XR 2.0 CVT;TOYOTA/CCROSS XR 20;2526;Toyota Corolla Cross XR 2.0 CVT 2526;192990;0;0;0;;0;0;0;0;0;0;202604
Toyota;Corolla Cross;XRE 2.0 CVT;TOYOTA/CCROSS XRE 20;2526;Toyota Corolla Cross XRE 2.0 CVT 2526;193690;0;0;0;;0;0;0;0;0;0;202604
Toyota;Corolla Cross;XRX 2.0 CVT;TOYOTA/CCROSS XRX 20;2526;Toyota Corolla Cross XRX 2.0 CVT 2526;210690;0;0;0;;0;0;0;0;0;0;202604
