SC_0001;SC_0002;SC_0003;SC_0004;SC_0005;SC_0006;DM_0001;DM_0002;DM_0003;DM_0004;DM_0005;DM_0006;DM_0007;DM_0008;DM_0009;DM_0010;DM_0011;PW_0001;PW_0002;PW_0003;PW_0004;PW_0005;PW_0006;PW_0007;PW_0008;PW_0009;PW_0010;PW_0011;PW_0012;PW_0014;PW_0015;PW_0016;PW_0017;PW_0018;PW_0019;PW_0020;PW_0021;PW_0022;PW_0023;PW_0025;PW_0026;PW_0028;PW_0029;PW_0030;PW_0031;PW_0032;PW_0033;PW_0035;PW_0036;PW_0037;PW_0038;PW_0039;PW_0040;PW_0041;PW_0042;PW_0043;PW_0044;OW_0001;OW_0002;OW_0003;OW_0004;OW_0005;OW_0006;OW_0007;OW_0008;OW_0009;OW_0010;EX_0001;EX_0002;EX_0003;EX_0004;EX_0005;EX_0006;EX_0007;EX_0008;EX_0009;EX_0010;EX_0011;EX_0012;EX_0013;EX_0014;EX_0015;EX_0016;EX_0017;EX_0018;EX_0019;EX_0020;EX_0021;EX_0022;EX_0023;EX_0024;EX_0025;EX_0026;EX_0027;EX_0028;EX_0029;EX_0030;EX_0031;EX_0032;EX_0033;EX_0034;EX_0035;EX_0036;EX_0037;EX_0038;EX_0039;EX_0040;EX_0041;EX_0042;EX_0043;IN_0001;IN_0002;IN_0003;IN_0004;IN_0005;IN_0006;IN_0007;IN_0008;IN_0009;IN_0062;IN_0063;IN_0010;IN_0011;IN_0012;IN_0013;IN_0014;IN_0015;IN_0016;IN_0017;IN_0064;IN_0018;IN_0019;IN_0020;IN_0021;IN_0022;IN_0023;IN_0024;IN_0025;IN_0026;IN_0027;IN_0028;IN_0029;IN_0030;IN_0031;IN_0065;IN_0032;IN_0033;IN_0034;IN_0035;IN_0036;IN_0037;IN_0038;IN_0039;IN_0040;IN_0041;IN_0042;IN_0043;IN_0044;IN_0045;IN_0046;IN_0047;IN_0048;IN_0060;IN_0061;IN_0049;IN_0050;IN_0051;IN_0052;IN_0053;IN_0054;IN_0055;IN_0056;IN_0057;IN_0058;CO_0001;CO_0002;CO_0003;CO_0004;CO_0005;CO_0006;CO_0007;CO_0008;CO_0009;CO_0010;CO_0011;CO_0053;CO_0054;CO_0012;CO_0013;CO_0014;CO_0015;CO_0016;CO_0017;CO_0018;CO_0019;CO_0020;CO_0021;CO_0022;CO_0023;CO_0024;CO_0025;CO_0026;CO_0027;CO_0028;CO_0029;CO_0030;CO_0031;CO_0032;CO_0033;CO_0034;CO_0035;CO_0036;CO_0037;CO_0038;CO_0039;CO_0040;CO_0041;CO_0042;CO_0043;CO_0044;CO_0045;CO_0046;CO_0047;CO_0048;CO_0049;CO_0050;CO_0051;CO_0052;SF_0001;SF_0002;SF_0003;SF_0004;SF_0005;SF_0006;SF_0007;SF_0008;SF_0009;SF_0010;SF_0011;SF_0012;SF_0013;SF_0014;SF_0015;SF_0016;SF_0017;SF_0018;SF_0019;SF_0020;SF_0021;SF_0022;SF_0023;SF_0024;SF_0025;SF_0026;SF_0027;SF_0028;SF_0029;SF_0030;SF_0031;SF_0032;SF_0033;SF_0034;SF_0035;SF_0036;SF_0037;SF_0038;SF_0039;SF_0040;SF_0041;SF_0042;SF_0043;SF_0044;SF_0045;AD_0001;AD_0002;AD_0003;AD_0004;AD_0005;AD_0006;AD_0007;AD_0008;AD_0009;AD_0010;AD_0011;AD_0012;AD_0013;AD_0014;AD_0015;AD_0016;AD_0017;AD_0018;AD_0019;AD_0020;AD_0021;AD_0022;AD_0023;EX_0044;CO_0055;IN_0059
Jeep Compass Serie S 1.3 TGDI AT 2526;Jeep;Compass;Serie S 1.3 TGDI AT;2025;2026;4404;1819;1625;2636;202;476;1180;1589;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,028409091;57,78181818;9,8;206;S;;;S;S;;1,97;10,1;12,1;7,3;8,6;55;;;5;5;S;19;235;235/45 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;S;1;1;1;1;1;1;S;;;10,25;;10,1;;;;S;S;;S;6;2;1;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;S;;S;S;;;S;S;;;;S;;;;S;S;;;
Jeep Compass Blackhawk 2.0 TGDI AT 2526;Jeep;Compass;Blackhawk 2.0 TGDI AT;2025;2026;4404;1819;1640;2636;198;476;1180;1706;;400;;;;;;2.0;;S;4;S;;272;400;5200;3000;S;;;;9;;;;;;;;;;272;400;6,272058824;41,81372549;6,3;228;;;S;S;S;;2,36;8,5;10,8;;;55;;;5;5;S;19;235;235/45 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;;1;1;1;1;1;1;S;;;10,25;;10,1;;;;S;S;;S;6;2;1;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;S;;S;S;;;S;S;;;;S;;;;S;S;;;
Chery Tiggo 8 Pro 1.5 TCI PHEV DHT 2526;Chery;Tiggo 8;Pro 1.5 TCI PHEV DHT;2025;2026;4720;1860;1705;2710;212;543;;1882;;543;;;;S;;1,5;S;;4;S;;147;220,65;5500;1750;;;;S;1;S;95;169,7;75;164,7;19,27;6,6;;;317;554,9;5,936908517;33,25088339;7,2;180;S;;;S;;S;0,66;11,8;11,3;;;60;56;;5;8;S;19;235;235/50 R19;;;;;S;S;S;S;S;;S;;;;S;;S;S;;S;S;S;S;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;S;S;;;S;S;S;S;S;;S;S;S;;S;S;;S;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;;S;;;S;S;;S;;;1;1;1;1;1;1;S;;;12,3;S;12,3;;;;,;S;;S;6;2;;;;S;S;;;S;;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;;S;S;S;S;S;;;S;S;;S;S;;S;;S;;S;S;;;S;S;;;S;;;;;
Chery Tiggo 7 Pro 1.5 TCI HEV CVT 2526;Chery;Tiggo 7;Pro 1.5 TCI HEV CVT;2025;2026;4500;1842;1705;2670;173;330;;1506;;399;;;S;;;1.5;S;;4;S;;160;250;5500;1750;;;S;;;S;10;40,2;;;;;;;160;250;9,4125;59,05882353;7,9;190;S;;;S;;S;;;;;;51;;;5;8;S;18;225;225/60 R18;S;;;;S;S;S;S;S;;S;;;S;S;;S;S;;S;S;;S;S;;;;S;;;;;S;;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;;;;;;S;S;S;;S;;;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;S;S;;;S;S;;S;;;1;;1;1;1;1;S;;;12,3;;10,25;;;;S;;;;6;;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;;S;;;S;;S;S;S;;;S;S;S;S;;;S;S;;S;S;;S;;S;;S;S;;;S;S;;;S;;;;;
Fiat Pulse Drive 1.3 MT 2526;Fiat;Pulse;Drive 1.3 MT;2025;2026;4095;1777;1550;2532;190;320;;1140;;400;;;;;;1.3;;;4;S;;107;134,35;6250;4000;;;;;5;;;;;;;;;;107;134,35;10,65420561;83,21167883;11,7;178;S;;;S;S;;1,56;13;14,7;8,9;10,5;45;;;3;;;16;195;195/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;S;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;;;S;;;;;;;;;;S;S;;;;;S;;S;;S;;S;;S;;;;;;;S;;;;;;;;;;;;;S;;;1;1;1;;;;;;;3,5;;8,4;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;;;;;;;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiat Pulse Drive 1.3 AT 2526;Fiat;Pulse;Drive 1.3 AT;2025;2026;4095;1777;1550;2532;190;320;;1140;;400;;;;;;1.3;;;4;S;;107;134,35;6250;4000;;;S;;;;;;;;;;;;107;134,35;10,65420561;83,21167883;11,7;178;S;;;S;S;;1,56;13;14,7;8,9;10,5;45;;;3;;;16;195;195/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;S;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;;;S;;;;;;;;;;S;S;;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;S;;;S;;;1;1;1;;;;;;;3,5;;8,4;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;;;;;;;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiat Pulse 1.0 TGDI AT 2526;Fiat;Pulse;1.0 TGDI AT;2025;2026;4095;1777;1550;2532;190;320;;1234;;400;;;;;;1.0;;S;4;S;;130;200;5750;1700;;;S;;;;;;;;;;;;130;200;9,492307692;60,49019608;9,4;189;S;;;S;S;;1,63;12,3;14,4;8,6;10;45;;;3;;S;16;195;195/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;S;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;;;S;;;;;;;;;;S;S;;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;S;;;S;;;1;1;1;;;;;;;3,5;;8,4;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;;;;;;;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiat Pulse Audace 1.0 TGDI MHEV AT 2526;Fiat;Pulse;Audace 1.0 TGDI MHEV AT;2025;2026;4095;1777;1550;2532;190;320;;1234;;400;;S;;;;1.0;;S;4;S;;130;200;5750;1700;;;S;;;S;4;9,8;;;0,132;;;;130;200;9,492307692;60,49019608;9,4;189;S;;;S;S;;1,54;13,4;14,4;9,3;10,2;45;;;3;;S;16;195;195/60 R16;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;S;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;S;;;S;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;S;S;;;S;;;1;1;1;;;;S;;;3,5;;10,1;;;;S;;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;;;;S;;S;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiat Pulse Impetus 1.0 TGDI MHEV AT 2526;Fiat;Pulse;Impetus 1.0 TGDI MHEV AT;2025;2026;4095;1777;1550;2532;190;320;;1234;;400;;S;;;;1.0;;S;4;S;;130;200;5750;1700;;;S;;;S;4;9,8;;;0,132;;;;130;200;9,492307692;60,49019608;9,4;189;S;;;S;S;;1,54;13,4;14,4;9,3;10,2;45;;;3;;S;17;205;205/50 R17;S;;;;S;S;S;S;;;S;;;;S;;S;S;;;S;;S;S;;S;S;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;S;S;;;S;;;1;1;1;;;;S;;;7;;10,1;;;;S;S;;;4;;;;;S;S;;S;;;;;;;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;;;S;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;S;;;;;;;;;;;;;
Fiat Pulse Abarth 1.3 TGDI AT 2526;Fiat;Pulse;Abarth 1.3 TGDI AT;2025;2026;4095;1777;1550;2532;190;320;;1293;;400;;;;;;1.3;;S;4;S;;180;269,7;5750;1750;S;;;;6;;;;;;;;;;180;269,7;7,183333333;47,01818182;7,6;215;S;;;S;S;;1,94;10,5;12,2;7,2;8,8;45;;;3;;S;18;215;215/45 R18;S;;;;S;S;S;S;;;S;;;S;S;;S;S;;;S;;S;S;;S;S;;;;;;S;;S;;;;;;;S;;;;;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;S;S;;;S;S;;1;1;1;;;;S;;;7;;10,1;;;;S;S;;;4;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;S;;S;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;S;;;;;;;;;;;;;
Fiat Fastback 1.0 TGDI AT 2526;Fiat;Fastback;1.0 TGDI AT;2025;2026;4440;1774;1549;2533;202;516;;1245;;400;;;;;;1.0;;S;4;S;;130;200;5750;1700;;;S;;;;;;;;;;;;130;200;9,576923077;61,02941176;9,4;196;S;;;S;S;;1,65;12,1;14,3;8,5;10,1;45;;;3;;S;17;205;205/50 R17;S;;;;S;S;;;;;S;;;;S;;;S;;;S;;S;;;S;S;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;S;;;;;S;;S;;S;;S;;S;;;;;;;S;;S;;;;;;;;S;;;S;;;1;1;1;;;;;;;3,5;;8,4;;;;S;;;;4;;;;;S;S;;S;;;;;;S;;4;;4;;;S;;;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;S;S;;S;;;;;S;S;S;;;S;;S;S;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiat Fastback Audace 1.0 TGDI MHEV AT 2526;Fiat;Fastback;Audace 1.0 TGDI MHEV AT;2025;2026;4440;1774;1549;2533;202;516;;1253;;400;;;;;;1.0;;S;4;S;;130;200;5750;1700;;;S;;;S;4;9,8;;;0,132;;;;130;200;9,638461538;61,42156863;9,4;196;S;;;S;S;;1,62;12,6;13,9;8,9;9,8;45;;;3;;S;17;205;205/50 R17;S;;;;S;S;S;S;;;S;;;;S;;;S;;;S;;S;;;S;S;;;;;;;S;S;;;;;S;;;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;S;;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;;S;;;S;;;1;1;1;;;;S;;;3,5;;10,1;;;;S;;;;4;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;S;S;;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;S;;;;;;;;;;;;;
Fiat Fastback Impetus 1.0 TGDI MHEV AT 2526;Fiat;Fastback;Impetus 1.0 TGDI MHEV AT;2025;2026;4440;1774;1549;2533;202;516;;1253;;400;;;;;;1.0;;S;4;S;;130;200;5750;1700;;;S;;;S;4;9,8;;;0,132;;;;130;200;9,638461538;61,42156863;9,4;196;S;;;S;S;;1,62;12,6;13,9;8,9;9,8;45;;;3;;S;18;215;215/45 R18;S;;;;S;S;S;S;;;S;;;;S;;S;S;;;S;;S;S;;S;S;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;;S;;;S;;;1;1;1;;;;S;;;7;;10,1;;;;S;;;;4;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;S;;;;;;;;;;;;;
Fiat Fastback Limited Edition 1.3 TGDI AT 2526;Fiat;Fastback;Limited Edition 1.3 TGDI AT;2025;2026;4440;1774;1549;2533;202;516;;1310;;400;;;;;;1.3;;S;4;S;;176;269,68;5750;1750;S;;;;6;;;;;;;;;;176;269,68;7,443181818;47,63636364;8,5;210;S;;;S;S;;1,76;11,3;13,6;7,8;9,8;45;;;3;;S;18;215;215/45 R18;S;;;;S;S;S;S;;;S;;;;S;;S;S;;;S;;S;S;;S;S;;;;;;;S;S;;;;;;;S;;;;;;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;;S;;;S;;;1;1;1;;;;S;;;7;;10,1;;;;S;;;;4;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;S;;;;;;;;;;;;;
Fiat Fastback Abarth 1.3 TGDI AT 2526;Fiat;Fastback;Abarth 1.3 TGDI AT;2025;2026;4440;1774;1549;2533;202;516;;1310;;400;;;;;;1.3;;S;4;S;;185;269,68;5750;1750;S;;;;6;;;;;;;;;;185;269,68;7,081081081;47,63636364;7,6;220;S;;;S;S;;1,88;10,8;12,9;7,3;9,1;45;;;3;;S;18;215;215/45 R18;S;;;;S;S;S;S;;;S;;;S;S;;S;S;;;S;;S;S;;S;S;;;;;;S;S;S;;;;S;;;S;;;;;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;;;;;;;;S;;;S;S;;1;1;1;;;;S;;;7;;10,1;;;;S;;;;4;;;;;S;S;;S;;;;;;S;;4;;4;S;;S;;S;S;;S;;;S;;S;;S;S;S;S;S;;;;;S;S;S;S;S;S;S;;;S;;;S;S;S;S;;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;;;;;S;;;;;S;;;;;;;;
Jeep Commander Longitude 1.3 TGDI AT 2526;Jeep;Commander;Longitude 1.3 TGDI AT;2025;2026;4769;2040;1682;2794;209;233;1760;1685;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,573863636;61,27272727;10,3;202;S;;;S;S;;2,04;9,9;11,4;7;8,3;61;;;5;;S;18;225;225/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;;S;S;;;;S;;;S;;;;;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;;S;;S;S;S;;;S;;S;S;;;S;;;1;1;1;1;1;1;;;;10,25;;10,1;;;;S;S;;;6;;;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;;;;;S;S;;;
Jeep Commander Limited 1.3 TGDI AT 2526;Jeep;Commander;Limited 1.3 TGDI AT;2025;2026;4769;2040;1682;2794;209;233;1760;1685;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,573863636;61,27272727;10,3;202;S;;;S;S;;2,04;9,9;11,4;7;8,3;61;;;5;;S;18;235;235/55 R18;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;;S;S;;;;S;;;S;;S;S;S;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;S;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;S;;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Overland 1.3 TGDI AT 2526;Jeep;Commander;Overland 1.3 TGDI AT;2025;2026;4769;2040;1682;2794;209;233;1760;1685;;400;;;;;;1.3;;S;4;S;;176;270;5750;1750;S;;;;6;;;;;;;;;;176;270;9,573863636;61,27272727;10,3;202;S;;;S;S;;2,04;9,9;11,4;7;8,3;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;S;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;;S;S;S;;S;S;S;S;S;;S;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Overland 2.2 TD AT 4x4 2526;Jeep;Commander;Overland 2.2 TD AT 4x4;2025;2026;4769;2040;1682;2794;209;233;1760;1908;;400;;;;;;2.2;;S;4;S;;200;450;3500;1500;S;;;;9;;;;;;;;;;200;450;9,54;41,59581426;9,7;205;;;S;S;S;;2,34;10,3;13,4;;;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;S;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;S;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
Jeep Commander Blackhawk Hurricane 2.0 TGDI AT 4x4 2526;Jeep;Commander;Blackhawk Hurricane 2.0 TGDI AT 4x4;2025;2026;4769;2040;1682;2794;209;233;1760;1908;;400;;;;;;2.0;;S;4;S;;272;400;5200;3000;S;;;;9;;;;;;;;;;272;400;7,014705882;46,787641;7;220;;;S;S;S;;2,48;8;10,3;;;61;;;5;;S;19;235;235/50 R19;S;;;;S;S;S;S;S;;S;;;S;S;;;S;;;S;S;S;S;;;;;;;;;S;S;S;;S;S;S;;;S;;S;S;S;S;S;;;;;;;;;S;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;S;;S;;S;;S;;;;S;;S;S;;S;S;S;;;S;;S;S;;;S;S;;1;2;1;2;1;1;S;;;10,25;;10,1;;;;S;S;;S;5;4;1;;;S;S;;;S;;;;S;S;;4;;4;S;;S;;S;;S;S;;;S;S;S;S;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;S;;S;;S;S;S;;;S;S;S;S;;;S;S;;;;;S;;;;S;S;S;;;S;;;;S;S;;;
GWM Haval H9 Exclusive 2.4 TD AT 2526;GWM;Haval H9;Exclusive 2.4 TD AT;2025;2026;4950;1976;1930;2850;224;88;1598;2525;;;750;;;;;2,4;;S;4;S;;184;480;;;S;;;;9;;;;;;;;;;184;480;13,72282609;51,59378831;13;170;;;S;S;;S;1,65;9,1;10,4;;;78;;;10;;S;19;265;265/55 R19;S;;;;S;S;S;S;;;S;;;S;S;;;S;;S;S;;S;S;;;;;;;;;S;S;S;S;;;;;;S;;S;S;S;S;S;;;;;S;;;;S;;;;S;S;;S;;;S;S;;S;S;S;S;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;S;;S;S;S;;;S;;S;S;S;;S;S;S;2;2;;;1;1;;;S;10,25;;14,6;;;;S;S;;;10;;;;;S;;;;;S;;S;S;S;;4;;4;S;;S;;S;S;S;;S;;S;S;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;;S;S;S;S;;;S;;S;S;S;;S;S;;S;S;S;S;;;;S;S;;;;S;;;S;;S;;;S
Honda ZR-V Touring 2.0 CVT 2525;Honda;ZR-V;Touring 2.0 CVT;2025;2025;4568;1840;1611;2655;177,5;389;;1446;;;;;;;;2;;;4;S;;161;187,4;6500;4200;;;S;;;;;;;;;;;;161;187,4;8,98136646;75,70680628;;;S;;;S;;S;;10,2;12,1;;;53;;;3;;S;18;225;225/55  R18;S;;;;S;S;S;S;S;;S;;;;S;;;S;;;S;;S;S;;;;;;;S;;;;S;S;;;;;;S;;S;S;S;S;;;;;;;;;;;;;;S;S;;S;;S;;;;;;;;;;S;;S;;S;;S;;;S;;S;;S;S;;;;S;;;;;S;;S;;;;;S;S;;;S;S;;2;2;;;1;1;S;;;7;;9;;;;S;;;;4;4;;;;S;;;;S;;;;;S;;4;;4;S;;S;;;;;S;;;S;;;;S;S;S;S;S;;;S;S;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;S;;;S;S;S;;;S;;S;S;S;;S;S;;;;;S;S;S;;S;S;S;;;;;S;;;S;;;
Chery Tiggo 7 Pro 1.5 TCI PHEV DHT 2526;Chery;Tiggo 7;Pro 1.5 TCI PHEV DHT;2025;2026;4513;1862;1696;2670;173;475;;1704;;377;;;;S;;1,5;S;;4;S;;147;219,66;;;;;;S;;S;170;;;;19,27;;;;317;555,01;5,375394322;30,10600707;;;S;;;S;;S;0,62;12,3;11,9;;;60;;;5;8;S;18;225;225/60 R18;;;;;S;S;S;S;S;;S;;;;S;;S;S;;S;S;;S;S;S;;;S;;;;;S;S;S;S;S;S;S;;;S;;S;S;S;S;S;;;;;S;;;;;;;S;;S;;S;;S;S;S;;;;;;;;S;;S;;S;;S;S;;S;;S;;S;S;S;;;S;;;;;S;S;S;;S;S;;;S;S;;S;;;1;;1;1;1;1;S;;;12,3;;12,3;;;;S;;;S;8;;;;;S;S;;;S;;;;;S;;4;;4;S;;S;;S;S;S;S;;;S;S;S;S;S;S;;S;S;;;S;;S;S;S;S;S;S;S;S;S;S;S;;S;S;S;S;;;S;;S;S;S;;;S;S;S;S;;;S;S;;S;S;;S;;S;;S;S;;;S;S;;;S;;;;;
